,sport,school,coach
657,baseball,Ridgeland,Scott Harden
658,baseball,Sandy Creek,Nick Pou
659,baseball,Academy of Richmond County,Brian Lewis
660,baseball,White County,Josh Bartlett
661,baseball,Cartersville,Kyle Tucker
662,baseball,Denmark,David Smart
663,baseball,North Clayton,Maurice Brewton
664,baseball,Shaw,Pat McGregor
665,baseball,Central,Wes Shiver
666,baseball,Chestatee,Jonathan Brewer
667,baseball,Eastside,Brandon Crumbley
668,baseball,Northwest Whitfield,Todd Middleton
669,baseball,Southeast Whitfield County,Brad Lofton
670,baseball,Stephens County,Greg J McCall
671,baseball,Perry,Tim Hutchens
672,baseball,St. Pius X Catholic,Chad Garrison
673,baseball,Madison County,Chad Gillespie
674,baseball,LaFayette,Chris Base
675,baseball,Oconee County,Tom Gooch
676,baseball,Cross Creek,Nelson Patton
677,baseball,Upson-Lee,Eddie Peyton
678,baseball,Troup County,Craig Garner
679,baseball,Cedartown,Gevin Johnson
680,baseball,Heritage,Joseph Beagles
681,baseball,Westover,Jordan Cambron
682,baseball,Luella,Ashley Sims
683,baseball,Gilmer,Jeff Thurman
684,baseball,Chapel Hill,Adam Graham
685,baseball,Spalding,Seth Harris
686,baseball,West Hall,Brannon Humphries
687,baseball,Carver,Donald Ouzts
688,baseball,Americus-Sumter,Arthur Wright
689,baseball,Dougherty,Joseph Stone
690,baseball,Hardaway,Eric Anthony
691,baseball,McDonough,Doug Lee
692,baseball,Baldwin,Brandan Thomas
693,baseball,Buford,stuart chester
694,baseball,Whitewater,Rusty Bennett
695,baseball,Union Grove,Allen Franklin
696,baseball,Ola,Beau Edwards
697,baseball,South Effingham,Todd Eubanks
698,baseball,Harris County,Steve Westmoreland
699,baseball,Walnut Grove,Carl Allen
700,baseball,Grady,Daniel Stockdale
701,baseball,East Paulding,Tony Boyd
702,baseball,McIntosh,Tom Kelley
703,baseball,Starr's Mill,Brent Moseley
704,baseball,Statesboro,Jim Simmons
705,baseball,North Springs,Matt Gershon
706,baseball,Locust Grove,Chad Crawford
707,baseball,Cass,Tim Ayers
708,baseball,Bainbridge,Donnie Coxwell
709,baseball,"Woodland (Stockbridge, GA)",Quinton King
710,baseball,Loganville,Jeff Segars
711,baseball,Decatur,Robby Gilbert
712,baseball,Dutchtown,Brandon Carter
713,baseball,Hiram,Taylor Butler
714,baseball,Thomas County Central,Ryan Strickland
715,baseball,Warner Robins,nathan James
716,baseball,Griffin,Alexander Wyche
717,baseball,Chamblee,Brian Ely
718,baseball,Johnson,Jared Hodge
719,baseball,Wayne County,Justin McDonald
720,baseball,Rome,brent tucker
721,baseball,"Woodland (Cartersville, GA)",Matt Montgomery
722,baseball,Ware County,Jamie Ammons
723,baseball,Jackson,Desmond Stegall
724,baseball,Villa Rica,Neal Hannah
725,baseball,Stockbridge,Daniel Greene
726,baseball,Riverwood,Trey Henson
727,baseball,Fayette County,Matthew Coldiron
728,baseball,New Hampstead,Trey Lanier
729,baseball,Southwest DeKalb,Tyrus Taylor
730,baseball,Jonesboro,Brian Paige
731,baseball,Eagle's Landing,Ronney Daniels
732,baseball,Veterans,Mark Tallant
733,baseball,Jones County,Jason Page
734,baseball,Arabia Mountain,Eric Hoxie
735,baseball,Clarke Central,Adam Osborne
736,baseball,Cedar Shoals,Josh Campbell
737,baseball,Lithonia,Sam Marion
738,baseball,Columbia,Greg Barnett
739,baseball,Carver,Robert Zachary
740,baseball,Banneker,Eddie Smith
741,baseball,Miller Grove,Terrence Canty
742,baseball,Lithia Springs,Chris Sheperd
743,baseball,Lee County,Brian Trivette
744,baseball,Grovetown,Travis Lee
745,baseball,Glynn Academy,Trent Mongero
746,baseball,Coffee,Sy Jones
747,baseball,Stephenson,Tim Jones
748,baseball,Greenbrier,David Barnes
749,baseball,Winder-Barrow,Brian Smith
750,baseball,Lovejoy,Antonio Mitchell
751,baseball,Apalachee,Allan Bailey
752,baseball,Pope,Jeff Rowland
753,baseball,Sequoyah,Lane Whitley
754,baseball,South Paulding,Jay Sneddon
755,baseball,Harrison,Mark Elkins
756,baseball,Lakeside,T.J. Davis
757,baseball,Allatoona,Keith Hansen
758,baseball,Cambridge,Evan Tieles
759,baseball,Alexander,Zach Romain
760,baseball,Centennial,Matthew McCarthy
761,baseball,Richmond Hill,Scott Strickland
762,baseball,Douglas County,John Farmer
763,baseball,River Ridge,Scott Bradley
764,baseball,Dalton,Rhett Parrott
765,baseball,Forest Park,Joshua Froneberger
766,baseball,Houston County,Matt Hopkins
767,baseball,Habersham Central,Chris Akridge
768,baseball,Mundy's Mill,Anthony Love II
769,baseball,Alcovy,Jimmy Hughes
770,baseball,Johns Creek,Billy Nicholson
771,baseball,Langston Hughes,Charles Foster
772,baseball,Heritage,Aaron Simmons
773,baseball,Brunswick,Brian Crawford
774,baseball,Bradwell Institute,Rhett Hellgren
775,baseball,Dacula,Scott Gaffney
776,baseball,Evans,Ricky Beale
777,baseball,Valdosta,Brad Porter
778,baseball,Creekview,Mike Nayman
779,baseball,Mt. Zion,Richard Robinson
780,baseball,Alpharetta,Marc Lassiat
781,baseball,Gainesville,Adam Miller
782,baseball,Tucker,Matt Masce
783,baseball,Lanier,Jonathan Wyman
784,baseball,Northview,Tom Kratowicz
785,baseball,North Atlanta,Ricky Plante
786,baseball,Effingham County,chris johnson
787,baseball,Morrow,Kareem Hayes
788,baseball,Chattahoochee,Tim Lemons
789,baseball,Drew,Bradford Hadnot
790,baseball,New Manchester,Ian Chisolm
791,baseball,Sprayberry,Jim Tejcek
792,baseball,Osborne,Brad Bond
793,baseball,Creekside,Martin Seay
794,baseball,Tri-Cities,Coach TO
795,baseball,Baldwin,Jon Viela
796,baseball,St. Louis,George Gusman
797,baseball,Punahou,Keenan Sue
798,baseball,Mid-Pacific Institute,Dunn Muramaru
799,baseball,Castle,Shane Kauhane
800,baseball,Kapolei,Micah Banton
801,baseball,Lahainaluna,Gary Gatiuan
802,baseball,'Iolani,Dean Yonamine
803,baseball,Waipahu,Ian Ferris
804,baseball,Kamehameha Hawai'i,Andy Correa
805,baseball,Konawaena,Adam Tabieros
806,baseball,Radford,Jacob Sur
807,baseball,Hilo,Tony De sa
808,baseball,Kapa'a,Brian Aiwohi
809,baseball,Waialua,Coryn Iwamasa
810,baseball,Kaimuki,Reid Yoshikawa
811,baseball,Hawaii Prep,Jeremy Lustik
812,baseball,Waiakea,Jensen Sato
813,baseball,Kahuku,Roger Van Ness
814,baseball,McKinley,Patrick Ganeku
815,baseball,Kamehameha Hawai'i,Andy Correa
816,baseball,Konawaena,Adam Tabieros
817,baseball,Hilo,Tony De sa
818,baseball,Hawaii Prep,Jeremy Lustik
819,baseball,Waiakea,Jensen Sato
820,baseball,Waimea,Kelly Robinson
821,baseball,Seabury Hall,Joe McFarlin
822,baseball,St. Louis,George Gusman
823,baseball,Mid-Pacific Institute,Dunn Muramaru
824,baseball,'Iolani,Dean Yonamine
825,baseball,Punahou,Keenan Sue
826,baseball,Grangeville,Lee Nadiger
827,baseball,McCall-Donnelly,Mike Main
828,baseball,Malad,Clark Rick
829,baseball,Nampa Christian,Marc Harris
830,baseball,Wendell,Marty Hurd
831,baseball,Declo,Jesse MIller
832,baseball,Cole Valley Christian,Nathan Hoiosen
833,baseball,New Plymouth,Tyson Flannery
834,baseball,Firth,Rigo Vasquez
835,baseball,St. Maries,Craig Tefft
836,baseball,Orofino,Dylan Midstokke
837,baseball,Marsing,jw chadez
838,baseball,Bear Lake,Craig Culver
839,baseball,Soda Springs,Joe Via
840,baseball,Timberlake,Bill Rider
841,baseball,Snake River,rich dunn
842,baseball,Kimberly,Simon Olsen
843,baseball,Weiser,Bowe von Brethorst
844,baseball,Gooding,Codie Martin
845,baseball,Homedale,Burke Deal
846,baseball,Parma,Pete Powers
847,baseball,Filer,Shane Rock
848,baseball,Fruitland,Russ Wright
849,baseball,Marsh Valley,Kent Howell
850,baseball,American Falls,Austin Williams
851,baseball,Buhl,Jamie Allen
852,baseball,Payette,Tracy Bratcher
853,baseball,Bonners Ferry,Tom Turpin
854,baseball,Priest River,mark schultz
855,baseball,South Fremont,Chad Hill
856,baseball,Blackfoot,Zach Reay
857,baseball,Bonneville,Ryan Alexander
858,baseball,Bishop Kelly,Jeff Cammann
859,baseball,Kuna,Brian Graves
860,baseball,Nampa,Ken Wells
861,baseball,Mountain Home,Michael Hobgood
862,baseball,Shelley,Josh Maynard
863,baseball,Ridgevue,Ryan Abel
864,baseball,Minico,jared price
865,baseball,Emmett,Shad Larson
866,baseball,Burley,Devin Kunz
867,baseball,Moscow,Griffin Rod
868,baseball,Vallivue,Justin Schneidt
869,baseball,Middleton,Pete Jones
870,baseball,Hillcrest,Chase Beckman
871,baseball,Jerome,Clay Ramirez
872,baseball,Pocatello,VINNIE BENAVIDEZ
873,baseball,Caldwell,John Rezendes
874,baseball,Wood River,Donnie Green
875,baseball,Columbia,Phil Diplock
876,baseball,Century,Duane Rawlings
877,baseball,Idaho Falls,Trent Johnson
878,baseball,Lakeland,Jason Bradbury
879,baseball,Preston,Kenny Inglet
880,baseball,Sandpoint,Chase Tigert
881,baseball,Skyline,Brett Taylor
882,baseball,Lewiston,Golden Steele
883,baseball,Meridian,Rod Williams
884,baseball,Madison,Jason Ralph
885,baseball,Timberline,Larry Price
886,baseball,Highland,Christian Colonel
887,baseball,Eagle,Tony Hilde
888,baseball,Rocky Mountain,Joe Santa Maria
889,baseball,Rigby,Tyler Kite
890,baseball,Borah,Wes McAllaster
891,baseball,Coeur d'Alene,Erik Karns
892,baseball,Boise,Brian Vega
893,baseball,Capital,Jake Chandler
894,baseball,Mountain View,Matt Rasmussen
895,baseball,Skyview,Ryan Bobo
896,baseball,Lake City,Paul Manzardo
897,baseball,Post Falls,Dustin Frank
898,baseball,Wilder,Kyle DalSoglio
899,baseball,Clearwater Valley,Brent Jacobs
900,baseball,Rockland,Craig Cook
901,baseball,Horseshoe Bend,Jeff Longacre
902,baseball,Rimrock,Jared Lemieux
903,baseball,Challis,Ryan Millick
904,baseball,Genesee,Kevin Maurer
905,baseball,Kendrick,Michael Peek
906,baseball,Lapwai,Winfred Perez
907,baseball,Mackay,Justin Ivie
908,baseball,Prairie,David Shears
909,baseball,Wilder,Kyle DalSoglio
910,baseball,Rockland,Craig Cook
911,baseball,Horseshoe Bend,Jeff Longacre
912,baseball,Rimrock,Jared Lemieux
913,baseball,Alden-Hebron/Faith Lutheran,Brian Engelbrecht
914,baseball,Altamont,Alan Whitt
915,baseball,Aquin Catholic,Todd Kramer
916,baseball,Argenta-Oreana,Eric Gebben
917,baseball,Armstrong,Wade Rogers
918,baseball,Ashton-Franklin Center,Greg Cissna
919,baseball,Astoria/VIT,Kevin Doubet
920,baseball,Augusta Southeastern,Cyle Rigg
921,baseball,Biggsville West Central,Quinn Leath
922,baseball,Blue Ridge,Brian Sparks
923,baseball,Brown County,David Phelps
924,baseball,Bunker Hill,Tom Haynes
925,baseball,Bushnell-Prairie City-Avon,Dave Arnold
926,baseball,Cairo,Keith Campbell
927,baseball,Calhoun,Casey Longnecker
928,baseball,Camp Point Central,Jordan Tenhouse
929,baseball,Carrier Mills-Stonefort,Allen Jackson
930,baseball,Carrollton,Jeff Krumwiede
931,baseball,Central A & M,Chad Carroll
932,baseball,Century,Corby Hight
933,baseball,Chicago Hope Academy,Efrain Mendez
934,baseball,Christ Lutheran,Jesse Balk
935,baseball,Christ Our Rock Lutheran,Eric Unverfehrt
936,baseball,Christian Liberty/Christian Heritage,Steve Rowland
937,baseball,Christian Life,Garret Balcitis
938,baseball,Cobden,Dana Pearson
939,baseball,Cowden-Herrick/Beecher City,Bill Hammer
940,baseball,Cuba/Spoon River Valley,Brad Shaeffer
941,baseball,Cumberland,Mark Jackley
942,baseball,Dakota,Britton Kauffman
943,baseball,Decatur Lutheran,Erik Johansen
944,baseball,Delavan,Dillon Hodges
945,baseball,Dieterich,Josh Krumwiede
946,baseball,Donovan,Kyle Anderson
947,baseball,Douglass,Matt Iverson
948,baseball,Dwight,J. Golden
949,baseball,East Dubuque,Brandon Tashner
950,baseball,Eastland,Weston Burkholder
951,baseball,Edinburg/South Fork,Aaron Morgan
952,baseball,Edwards County,Kris Duncan
953,baseball,Egyptian,Allen Pearman
954,baseball,Elgin Academy,steve shapiro
955,baseball,Elverado,Reid Cure
956,baseball,Farina South Central,Curt Jones
957,baseball,Fisher,Jon Kelly
958,baseball,Galena,Jared Berlage
959,baseball,Gallatin County,mark hiller
960,baseball,Gardner-South Wilmington,Allan Wills
961,baseball,Gibault Catholic,Andy Skaer
962,baseball,Goreville,shawn tripp
963,baseball,Grant Park,Desi Desiderio
964,baseball,Grayville,Steve Funkhouser
965,baseball,Greenfield/Northwestern,Jacob Mcevers
966,baseball,Griggsville-Perry,Cody Freeman
967,baseball,Hales Franciscan,Mike Davis
968,baseball,Hardin County,Matt Cullum
969,baseball,Hartsburg-Emden,Jay McAfee
970,baseball,Henry-Senachwine,Bradley Nichols
971,baseball,Heyworth,Lyndon Jason
972,baseball,Hiawatha,Sam Gallucci
973,baseball,Hinckley-Big Rock,Brandon Jackson
974,baseball,Hutsonville/Palestine,Brett Burkett
975,baseball,Ida Crown Jewish Academy,Steven Greenberg
976,baseball,Illini Bluffs,Troy Teel
977,baseball,Illini Central,Jake Clark
978,baseball,Indian Creek,Ehren Mertz
979,baseball,Iroquois West,Robert Rhodes
980,baseball,LaMoille/Ohio,Kenny Shrimplin
981,baseball,Lebanon,Scott Chandler
982,baseball,Lena-Winslow,Nick Werhane
983,baseball,Leo,Michael Anderson
984,baseball,Lewistown,Scott Hammond
985,baseball,Lexington,Kyle Gogoel
986,baseball,Liberty,Brigham John
987,baseball,Madison,James Gardner
988,baseball,Marissa/Coulterville,Jason Faust
989,baseball,Marquette,Todd Hopkins
990,baseball,Martinsville,Michael Stephen
991,baseball,Meridian,Tim Pearcy
992,baseball,Metro-East Lutheran,Joel Rempfer
993,baseball,Midland,Bret Williams
994,baseball,Milford,Greg DeWerff
995,baseball,Milledgeville,Kyle Knutti
996,baseball,Monmouth United,Ryan Molek
997,baseball,Morgan Park Academy,Tom Drahozal
998,baseball,Mt. Olive,Toby Osmoe
999,baseball,Mt. Pulaski,Joel Washko
1000,baseball,Mulberry Grove,Chad Nelson
1001,baseball,Neoga,Kirk Hacker
1002,baseball,New Athens,Edward Wine
1003,baseball,Newark,JR Veliz
1004,baseball,Newman Central Catholic,Dan Crawford
1005,baseball,Nokomis,Brian Pesko
1006,baseball,Norris City-Omaha-Enfield,scott riggs
1007,baseball,North Clay/Clay City,john frech
1008,baseball,North Greene,Caleb Watts
1009,baseball,Oakwood,Ryan McFarland
1010,baseball,Oblong,Mary Patchett
1011,baseball,Okaw Valley,Andrew Hagerman
1012,baseball,Okawville,Jack Smith
1013,baseball,Orangeville,Brooks Scherer
1014,baseball,Pawnee,Chris Hennemann
1015,baseball,Pearl City,Darrell Pauley
1016,baseball,Peoria Heights,Lucas Hunt
1017,baseball,Pleasant Hill,Ron Edwards
1018,baseball,Pope County,Jared Evenson
1019,baseball,Princeville,Chris Delbridge
1020,baseball,Putnam County,Chris Newsome
1021,baseball,Ramsey,Charlie Carroll
1022,baseball,Ridgeview,Brandon Carroll
1023,baseball,Ridgewood [AlWood/Cambridge],Terry Anderson
1024,baseball,River Ridge/Scales Mound,Jeremy Knauer
1025,baseball,Roanoke-Benson/Lowpoint-Washburn,Bill Zeman
1026,baseball,Routt Catholic,Robert Lonergan
1027,baseball,Salt Fork,Jason Woodworth
1028,baseball,Schlarman,Jason Woodworth
1029,baseball,Serena,Chad Baker
1030,baseball,Seton Academy,mark hammond
1031,baseball,Seymour,Brian Rea
1032,baseball,Shawnee,Thomas Schaefer
1033,baseball,Somonauk,Troy Felton
1034,baseball,South Beloit,Ed Tatera
1035,baseball,St. Anne,Matthew Hall
1036,baseball,St. Anthony,Tony Kreke
1037,baseball,St. Benedict,Frank DeAngelis
1038,baseball,St. Teresa,JD Arnold
1039,baseball,Stark County,Scott Paxson
1040,baseball,Steeleville,John Sutton
1041,baseball,Trico,Ron Coleman
1042,baseball,Tri-County [Kansas/Shiloh/Oakland],Joe Morrisey
1043,baseball,Triopia/Meredosia-Chambersburg/Virginia,Rich Thompson
1044,baseball,Tri-Point,Austin McDowell
1045,baseball,Wayne City,Lance Boldt
1046,baseball,Webber,Drew Millwood
1047,baseball,West Central co-op [Winchester-Bluffs],Michael Mercier
1048,baseball,Ace Tech,vince lindsay
1049,baseball,Alleman,Jerry Burkhead
1050,baseball,Althoff Catholic,Brett Isaacs
1051,baseball,Anna-Jonesboro,Aaron Roberts
1052,baseball,Auburn,Ed Madaus
1053,baseball,Aurora Christian,Andy Zorger
1054,baseball,Beardstown,Robin Lewis
1055,baseball,Beecher,Brandon DuBois
1056,baseball,Benton,Brett Blondi
1057,baseball,Bismarck-Henning,Mark Dodd
1058,baseball,Bloomington Central Catholic,Jeff Paul
1059,baseball,Breese Central,Kevin Crask
1060,baseball,Bureau Valley,Ryan Schisler
1061,baseball,Byron,Dale Hartman
1062,baseball,Carlinville,Don Borgini
1063,baseball,Carlyle,Dustin Barr
1064,baseball,Carterville,Bobby Jackson
1065,baseball,Carver,Juan Emanuel Centeno
1066,baseball,Casey-Westfield,Ryan High
1067,baseball,Catalyst-Maria,Mark Singleton
1068,baseball,Chicago Academy,Daniel Jeske
1069,baseball,Chicago Christian,Bob Schaaf
1070,baseball,Chicago Marshall,Robert L Alcorn Jr
1071,baseball,Chicago Mathematics & Science,Nolan Mckinney
1072,baseball,Christ the King,Timothy Caldwell
1073,baseball,Christopher-Zeigler-Royalton,Page Kirkpatrick
1074,baseball,Clark,Tim Hall
1075,baseball,Clifton Central,Brian Kohn
1076,baseball,Clinton,John Hickman
1077,baseball,Collins,Daniel Anderson Jr.
1078,baseball,Corliss,Corey Hearn
1079,baseball,Deer Creek-Mackinaw,Tony Riddle
1080,baseball,DePaul College Prep,Chris Haas
1081,baseball,Disney II,Robert Rittmeyer
1082,baseball,Dupo,Nathan Schmersahl
1083,baseball,DuQuoin,Kyle Geiger
1084,baseball,East Alton-Wood River,Nick Dorsey
1085,baseball,El Paso-Gridley,Michael Souhrada
1086,baseball,Eldorado,Brad Drust
1087,baseball,Elmwood/Brimfield,Brandon Porter
1088,baseball,Erie-Prophetstown,Brad Tichler
1089,baseball,Eureka,Dane Wear
1090,baseball,Fairfield,Chris Fleener
1091,baseball,Fieldcrest,Mark Brown
1092,baseball,Flora,Brian Tackitt
1093,baseball,Francis W. Parker,Isaiah Clark
1094,baseball,Frankfort,Michael Warren
1095,baseball,Freeburg,a s
1096,baseball,Georgetown-Ridge Farm/Chrisman,Chad Steinbaugh
1097,baseball,Gibson City-Melvin-Sibley,Dustin White
1098,baseball,Gillespie,Jeremy Smith
1099,baseball,Golder,Delino Badillo
1100,baseball,Guerin,Bob Stevens
1101,baseball,Hall,tom keegan
1102,baseball,Hamilton County,Jeffrey Karcher
1103,baseball,Hamilton/Warsaw,Luke Hackett
1104,baseball,Harper,Gary McClellan
1105,baseball,Harrisburg,Jay Thompson
1106,baseball,Havana,Bryce Kelly
1107,baseball,Herscher,Eric Regez
1108,baseball,Hillsboro,Bob Allen
1109,baseball,Holy Trinity,Ted Poprawski
1110,baseball,Hoopeston,Carl Heuer
1111,baseball,IC Catholic Prep,Frank Deangelis
1112,baseball,Illini West,Zak Huston
1113,baseball,Johnston City,Trevor Clark
1114,baseball,Kewanee,Cody Butler
1115,baseball,Knoxville,Rick Reed
1116,baseball,Lawrenceville,Joshua Voigtlander
1117,baseball,Lisle,Pete Meyer
1118,baseball,Litchfield,Conor White
1119,baseball,Longwood,Josh Crenshaw
1120,baseball,Macomb,Brock Bainter
1121,baseball,Marengo,Nick Naranjo
1122,baseball,Marine Leadership Academy,Damien Migut
1123,baseball,Maroa-Forsyth,Sean Martin
1124,baseball,Marshall,Todd Venters
1125,baseball,Massac County,Patrick Clark
1126,baseball,Mater Dei,Travis Gebke
1127,baseball,Mercer County,Nick Basala
1128,baseball,Meridian,Rick Scrimpsher
1129,baseball,Midwest Central,Randy Cihlar
1130,baseball,Momence,John Trudeau
1131,baseball,Monmouth-Roseville,Jim Cole
1132,baseball,Monticello,Chris Jones
1133,baseball,Morrison,Michael Budka
1134,baseball,Mt. Carmel,Seamus Smith
1135,baseball,Murphysboro,Andrew Winters
1136,baseball,Nashville,Chad Malawy
1137,baseball,New Berlin/Franklin/Waverly,Joe Kindred
1138,baseball,Newton,Jason Fulton
1139,baseball,North Boone,Ryan Kelley
1140,baseball,North Mac,chris hatalla
1141,baseball,North Shore Country Day,Paul Kosinski
1142,baseball,Northridge,Northridge Athletics
1143,baseball,Ogden International,Todd Toborg
1144,baseball,Olympia,Mark Finchum
1145,baseball,Oregon,Brandon Meyer
1146,baseball,Orion,Jeremy Jungwirth
1147,baseball,Pana,Mike Malisia
1148,baseball,Paris,Creighton Tarr
1149,baseball,Paxton-Buckley-Loda,Brock Niebuhr
1150,baseball,Peoria Christian,Jason Miller
1151,baseball,Perspectives-IIT/Joslin,cletis nichols
1152,baseball,Phoenix Military,Craig Griffin
1153,baseball,Pinckneyville,Gabe Shepard
1154,baseball,Pittsfield,John Schultz
1155,baseball,Pleasant Plains,Dave Greer
1156,baseball,PORTA/Ashland-Chandlerville Central,Brett Leischner
1157,baseball,Prairie Central,Alan Dunahee
1158,baseball,Princeton,Wick Warren
1159,baseball,Raby,Scott Snyder
1160,baseball,Red Bud,David Lucht
1161,baseball,Reed-Custer,Jake Evans
1162,baseball,Rickover Naval,Timothy Schenk
1163,baseball,Riverton,brent mckinney
1164,baseball,Robinson,Reggie Truitt
1165,baseball,Rockford Christian,Austin Licon
1166,baseball,Roxana,Jerry Wheaton
1167,baseball,Rushville-Industry,Tyler Crum
1168,baseball,Seneca,Tim Brungard
1169,baseball,Sesser-Valier/Waltonville,tyler mitchell
1170,baseball,Sherrard,Brandon Oelmann
1171,baseball,Southwestern,Brian Hanslow
1172,baseball,Sparta,Larry Pierson
1173,baseball,St. Bede,Bill Booker
1174,baseball,St. Joseph,Jay Meath
1175,baseball,St. Joseph-Ogden,Josh Haley
1176,baseball,St. Thomas More,Jason Schreder
1177,baseball,Staunton,Kyle McBrain
1178,baseball,Sullivan,Nathan Becker
1179,baseball,Teutopolis,Justin Fleener
1180,baseball,Tilden,Alberto Simental
1181,baseball,Tolono Unity,Dan Cunningham
1182,baseball,Tri-City/Sangamon Valley,Tony Wilson
1183,baseball,Tri-Valley,Travis Drury
1184,baseball,Tuscola,Adam Carver
1185,baseball,Uplift,Del-Re' Dudley
1186,baseball,Vienna,David Hill
1187,baseball,Walther Christian Academy,Corey Briggs
1188,baseball,Warren/Stockton,James Nielsen
1189,baseball,Warrensburg-Latham,Chris Elston
1190,baseball,Watseka,Joe Lyznicki
1191,baseball,Wells,Tony Mercado
1192,baseball,Wesclin,John Groennert
1193,baseball,West Carroll,Bryan Kamper
1194,baseball,Westminster Christian,Thomas Polka
1195,baseball,Westmont,D.J. Cocks
1196,baseball,Westville,Joe Brazas
1197,baseball,Wethersfield/Annawan,Jeff Parsons
1198,baseball,Williamsville,Paul Chladny
1199,baseball,Wilmington,Mike Bushnell
1200,baseball,ACERO Garcia,Rudy Gutierrez
1201,baseball,Agricultural Science,Victor Johnson
1202,baseball,Antioch,Chris Malec
1203,baseball,Aurora Central Catholic,Sean Bieterman
1204,baseball,Austin Poly/Austin Business & Entrepreneurship/VOISE Academy,Darrell Mathis
1205,baseball,Belvidere,Andrew Walters
1206,baseball,Benet Academy,Scott Lawler
1207,baseball,Bloomington,Kev Varney
1208,baseball,Bogan,Daniel Ward
1209,baseball,Boylan Catholic,Matt Weber
1210,baseball,Bremen,Mike Cline
1211,baseball,Brooks,Herbert Redmond
1212,baseball,Bulls College Prep,Roberto Rosado
1213,baseball,Carbondale,Scott Hankey
1214,baseball,Carmel,Bill Taylor
1215,baseball,Centennial,Tony Millard
1216,baseball,Central,Kyle Nelson
1217,baseball,Centralia,Todd Bauer
1218,baseball,Champaign Central,John Staab
1219,baseball,Charleston,Derrick Landrus
1220,baseball,Chicago Sullivan,Greg Zagorski
1221,baseball,Chicago University,Ted Ratliff
1222,baseball,Chicago Vocational,Miles Newman
1223,baseball,Civic Memorial,Nick Smith
1224,baseball,Clemente,John Perez
1225,baseball,Coal City,Greg Wills
1226,baseball,Columbia,Neal O'Donnell
1227,baseball,Comer,Joshua Long
1228,baseball,Crane Medical,Kenneth Zaleski
1229,baseball,De La Salle,Chris Hall
1230,baseball,Decatur Eisenhower,Christopher DeSanto
1231,baseball,Dixon,Jason Burgess
1232,baseball,Dunlap,Eric Stone
1233,baseball,East Peoria,Matt Plummer
1234,baseball,East St. Louis,Don Stovall
1235,baseball,Effingham,Curran McNeely
1236,baseball,Elmwood Park,Alexander DiGrino
1237,baseball,Evergreen Park,Mark Smyth
1238,baseball,Farragut,Cary Bolnick
1239,baseball,Fenton,David Schwabe
1240,baseball,Fenwick,Dave Hogan
1241,baseball,Freeport,Shaun Dascher
1242,baseball,Galesburg,Jeremy Pickrel
1243,baseball,Geneseo,Scott Christensen
1244,baseball,Genoa-Kingston,Roger Butler
1245,baseball,Glenbard South,Marco Eufrasio
1246,baseball,Glenwood,Pat Moomey
1247,baseball,Goode STEM Academy,Guillermo Guzman
1248,baseball,Grayslake Central,Joshua Peterson
1249,baseball,Hampshire,Frank Simoncelli
1250,baseball,Hancock,Brendan Garrett
1251,baseball,Harlan,Kenneth Fullman
1252,baseball,Harvard,Adam Ulen
1253,baseball,Herrin,rick damico
1254,baseball,Highland,Joel Hawkins
1255,baseball,Hillcrest,Eric Johnson
1256,baseball,Hyde Park,marcelle battle
1257,baseball,Illiana Christian,Darren De Boer
1258,baseball,Illinois Math & Science,bill bueschen
1259,baseball,Illinois Valley Central,Josh Hofer
1260,baseball,Instituto Health Sciences,Matthew Butler
1261,baseball,Jacksonville,Cory Bunner
1262,baseball,Jersey,Darren Perdun
1263,baseball,Johnsburg,Sam Lesniak
1264,baseball,Joliet Catholic,Jared Voss
1265,baseball,Julian,Devon Radford
1266,baseball,Kaneland,Brian Aversa
1267,baseball,Kankakee,Tony Sykes
1268,baseball,Kelvyn Park,Leonard Haith
1269,baseball,King,Eddie Armstrong
1270,baseball,Lakes,Chris Hoffman
1271,baseball,Lanphier,Danny Midiri
1272,baseball,LaSalle-Peru,Matt Glupczynski
1273,baseball,Lemont,Brian Storako
1274,baseball,Lincoln,August Casson
1275,baseball,Lincoln-Way West,Jake Zajc
1276,baseball,Lindblom,Matthew Fidati
1277,baseball,Little Village,Tom Casanova
1278,baseball,Lutheran,Neal Bertram
1279,baseball,Mahomet-Seymour,Nic DiFilippo
1280,baseball,Manteno,matt beckner
1281,baseball,Manual,Dwayne Siggers
1282,baseball,Marian Central Catholic,Tom Kruse
1283,baseball,Marion,marty manfredo
1284,baseball,Marquette Catholic,Tim Fahnestock
1285,baseball,Mascoutah,Don Eddy
1286,baseball,Mattoon,Mark Jackley
1287,baseball,Mendota,Aaron Sester
1288,baseball,Metamora,Eric Stone
1289,baseball,Morgan Park,Ernest Radcliffe
1290,baseball,Morton,Jesse Crawford
1291,baseball,Mt. Vernon,Tim Holloway
1292,baseball,Mt. Zion,Matt Smith
1293,baseball,Nazareth Academy,Lee Milano
1294,baseball,Noble Street College Prep,Justin Somerville
1295,baseball,Normal University,Steve Paxson
1296,baseball,North Chicago,David Ferguson
1297,baseball,Northtown,Kevan Zaffaroni
1298,baseball,Oak Forest,Ronald Czarnecki
1299,baseball,Orr,Jerone Hawthorne
1300,baseball,Ottawa,Thomas Hart
1301,baseball,Payton College Prep,christian myers
1302,baseball,Peoria Notre Dame,David Cales
1303,baseball,Peotone,Brad White
