,sport,school,coach
1236,Basketball,Pacifica,Doug Collins
1237,Basketball,Le Lycee,Rudolph Rameh
1238,Basketball,Willits,Tim Conrad
1239,Basketball,Lucerne Valley,Jamar Jones
1240,Basketball,"Firebaugh (Lynwood, CA)",Marcus Morris
1241,Basketball,Pacific Point,Joseph Lampkin
1242,Basketball,University Prep Value,Darwin Lopez
1243,Basketball,Saddleback,Christopher Emaguna
1244,Basketball,Borrego Springs,Maui Polanco
1245,Basketball,Orange County Christian,DOUG CHERRY
1246,Basketball,Burton,Anh-Tuan La
1247,Basketball,Lancaster Baptist,Curt Beeson
1248,Basketball,Woodcrest Christian,Joshua Lopez
1249,Basketball,"Calvary Chapel (Downey, CA)",Ruben Campos
1250,Basketball,Santa Ana Valley,Pat Roy
1251,Basketball,Bright Star Secondary Charter Academy,Jonathan Greenwood
1252,Basketball,Summit K2,Kieth seales
1253,Basketball,Cobalt Institute of Math & Science Academy,DeVallon Knox
1254,Basketball,Academy for Academic Excellence,Craig Harris
1255,Basketball,Public Safety Academy,Richard Gallardo
1256,Basketball,Lycee Francais,Ian Ericson
1257,Basketball,Rock Academy,Frankie Madrid
1258,Basketball,Humphreys Able Charter,Chad Pettigrew
1259,Basketball,Golden Sierra,Jerry Wright
1260,Basketball,Fontana,Jay Johnson
1261,Basketball,Santa Paula,Abel Mejia
1262,Basketball,Warner,Ricardo Lara
1263,Basketball,Waterford,Matt Walker
1264,Basketball,Woodlake,Joel Chavez
1265,Basketball,Saint Jeanne de Lestonnac Catholic School,James Corbitt
